timestamp_s,elapsed_s,valid_detection,horizontal_error,estimated_distance_m,target_distance_m,distance_target_error_m,linear_command_mps,angular_command_radps,robot_x_m,robot_y_m,robot_yaw_rad,target_x_m,target_y_m,reference_valid,reference_failure,reference_frame,target_frame,target_sample_age_s,transform_age_s,reference_camera_range_m,ground_truth_camera_distance_m,estimation_error_m
17.115,17.115,True,-0.014322757720947266,1.130564386636793,1.2,-0.07034037939741866,-0.07741891088825428,-0.0,0.5536408350894768,-0.3152704072847198,0.8044509454568143,1.5939490578469504,0.5498236509886774,True,,camera_link,odom,0.011,0.005,1.1296596206025813,1.1296596206025813,0.0009047660342116348
17.146,17.146,True,-0.013857364654541016,1.1305492007972198,1.2,-0.069426097776639,-0.07637917469952774,-0.0,0.5515076344001801,-0.3174864838338119,0.8044509454568141,1.592362678601588,0.5483888810239915,True,,camera_link,odom,0.011,0.011,1.130573902223361,1.130573902223361,-2.470142614119375e-05
17.181,17.181,True,-0.012886238098144532,1.1325586594101718,1.2,-0.06851596790655412,-0.07639587912305822,-0.0,0.5493885074564421,-0.3196879398656471,0.8044509454568131,1.5908040440140487,0.5469447798929835,True,,camera_link,odom,0.011,0.019,1.1314840320934458,1.1314840320934458,0.001074627316725918
17.212,17.212,True,-0.012557029724121094,1.131839751934045,1.2,-0.06918959248375978,-0.07418547464881103,-0.0,0.5483442153690687,-0.32077280319652923,0.804450945456813,1.589227308652863,0.545447184488433,True,,camera_link,odom,0.01,0.006,1.1308104075162402,1.1308104075162402,0.0010293444178048894
17.245,17.245,True,-0.0119384765625,1.130910817205581,1.2,-0.06831863771406854,-0.07497627287255038,-0.0,0.5462753213291255,-0.3229220747524026,0.8044509454568138,1.5877253284627453,0.5439842140190235,True,,camera_link,odom,0.01,0.013,1.1316813622859314,1.1316813622859314,-0.0007705450803503489
17.281,17.281,True,-0.011412429809570312,1.1319560636720438,1.2,-0.06738540102002144,-0.07599810107386079,-0.0,0.5441741994611706,-0.3251048262027102,0.8044509454568153,1.586251408558304,0.5425119873313473,True,,camera_link,odom,0.01,0.02,1.1326145989799785,1.1326145989799785,-0.0006585353079346934
17.311,17.311,True,-0.010030841827392578,1.1344139124422141,1.2,-0.06800586098532513,-0.07484832996075175,-0.0,0.5431280690446817,-0.32619159928266706,0.8044509454568161,1.5847622790196394,0.540985492975322,True,,camera_link,odom,0.009,0.007,1.1319941390146748,1.1319941390146748,0.0024197734275392957
17.343,17.343,True,-0.009666347503662109,1.1339096698579063,1.2,-0.0671285277736875,-0.07214469631356442,-0.0,0.5410892554679486,-0.3283096217350499,0.8044509454568162,1.5833456365734933,0.539494550587348,True,,camera_link,odom,0.009,0.014,1.1328714722263125,1.1328714722263125,0.0010381976315938513
17.381,17.381,True,-0.008791542053222657,1.1339414325924861,1.2,-0.06627182907429963,-0.07269936315630302,-0.0,0.5390764017047665,-0.33040067582279753,0.8044509454568158,1.5819573525041122,0.5379944283754285,True,,camera_link,odom,0.009,0.02,1.1337281709257003,1.1337281709257003,0.00021326166678581338
17.411,17.411,True,-0.008057498931884765,1.133239759896485,1.2,-0.06689523612265824,-0.0726644241482652,-0.0,0.5380682938011775,-0.331447949197172,0.8044509454568158,1.5805567594454568,0.5364392735795653,True,,camera_link,odom,0.008,0.007,1.1331047638773417,1.1331047638773417,0.00013499601914324089
