timestamp_s,elapsed_s,valid_detection,horizontal_error,estimated_distance_m,target_distance_m,distance_target_error_m,linear_command_mps,angular_command_radps,robot_x_m,robot_y_m,robot_yaw_rad,target_x_m,target_y_m,reference_valid,reference_failure,reference_frame,target_frame,target_sample_age_s,transform_age_s,reference_camera_range_m,ground_truth_camera_distance_m,estimation_error_m
0.056,0.056,True,-0.001836395263671875,1.790597555902218,1.2,nan,0.0,0.0,nan,nan,nan,nan,nan,False,transform_unavailable,camera_link,,nan,nan,nan,nan,nan
0.115,0.115,True,-0.004587936401367188,1.7982027106960956,1.2,nan,0.0,0.0,nan,nan,nan,nan,nan,False,transform_unavailable,camera_link,,nan,nan,nan,nan,nan
0.173,0.173,True,-0.007372093200683594,1.7950565775348555,1.2,nan,0.0,0.0,nan,nan,nan,nan,nan,False,transform_unavailable,camera_link,,nan,nan,nan,nan,nan
0.232,0.232,True,-0.00994110107421875,1.7992524696149022,1.2,nan,0.0,0.0,nan,nan,nan,nan,nan,False,transform_unavailable,camera_link,,nan,nan,nan,nan,nan
0.292,0.292,True,-0.012288570404052734,1.8056143445505106,1.2,nan,0.0,0.0,nan,nan,nan,nan,nan,False,transform_unavailable,camera_link,,nan,nan,nan,nan,nan
0.35,0.35,True,-0.01489877700805664,1.811899480189215,1.2,nan,0.0,0.0,nan,nan,nan,nan,nan,False,transform_unavailable,camera_link,,nan,nan,nan,nan,nan
0.408,0.408,True,-0.017656421661376952,1.8087828894198552,1.2,nan,0.0,0.0,nan,nan,nan,nan,nan,False,transform_unavailable,camera_link,,nan,nan,nan,nan,nan
0.468,0.468,True,-0.0203125,1.8143646518299759,1.2,nan,0.0,0.0,nan,nan,nan,nan,nan,False,transform_unavailable,camera_link,,nan,nan,nan,nan,nan
0.525,0.525,True,-0.022884941101074217,1.8206720965343346,1.2,nan,0.0,0.0,nan,nan,nan,nan,nan,False,transform_stale,camera_link,,nan,nan,nan,nan,nan
0.526,0.526,True,-0.0251922607421875,1.8258058129589303,1.2,nan,0.0,0.0,-1.1635184220582912e-19,2.8653398956313573e-39,-4.925302154756612e-20,nan,nan,False,transform_stale,camera_link,,nan,nan,nan,nan,nan
0.526,0.526,True,-0.028043746948242188,1.824758436536251,1.2,nan,0.0,0.0,-1.1635184220582912e-19,2.8653398956313573e-39,-4.925302154756612e-20,nan,nan,False,transform_stale,camera_link,,nan,nan,nan,nan,nan
0.526,0.526,True,-0.030655670166015624,1.829937625441404,1.2,nan,0.0,0.0,-1.1635184220582912e-19,2.8653398956313573e-39,-4.925302154756612e-20,nan,nan,False,transform_stale,camera_link,,nan,nan,nan,nan,nan
0.527,0.527,True,-0.03304271697998047,1.8352545298225773,1.2,0.6012971353994185,0.0,0.0,-1.1635184220582912e-19,2.8653398956313573e-39,-4.925302154756612e-20,2.026197679072843,0.01892857365874606,True,,camera_link,odom,0.18,0.08,1.8012971353994185,1.8012971353994185,0.033957394423158815
0.527,0.527,True,-0.0353795051574707,1.839140074538597,1.2,0.6032210651528107,0.0,0.0,-1.1635184220582912e-19,2.8653398956313573e-39,-4.925302154756612e-20,2.028106693029071,0.020309194090461953,True,,camera_link,odom,0.196,0.047,1.8032210651528107,1.8032210651528107,0.035919009385786405
0.527,0.527,True,-0.037879657745361325,1.8453600209807601,1.2,0.6051455104262224,0.0,0.0,-1.1635184220582912e-19,2.8653398956313573e-39,-4.925302154756612e-20,2.03001519930892,0.021689722813507794,True,,camera_link,odom,0.212,0.014,1.8051455104262224,1.8051455104262224,0.04021451055453773
0.543,0.543,True,-0.04015169143676758,1.8474204979431286,1.2,0.6315536428623931,0.0,0.0,-1.2647424630389894e-19,3.403118176866525e-39,-5.616621677050712e-20,2.0561036300233524,0.04059855659754713,True,,camera_link,odom,0.012,0.011,1.831553642862393,1.831553642862393,0.015866855080735487
0.575,0.575,True,-0.04275426864624023,1.8533623785383808,1.2,0.635295462627284,0.0,0.0,-1.2506313468499542e-19,3.3235899061661397e-39,-5.920479127654524e-20,2.0597852128121663,0.04327421849218973,True,,camera_link,odom,0.012,0.002,1.835295462627284,1.835295462627284,0.01806691591109688
0.607,0.607,True,-0.045565223693847655,1.8536620654706968,1.2,0.6391502114068217,0.0,0.0,-1.1972603618725958e-19,3.012724275225971e-39,-7.174561815374593e-20,2.0635741001350008,0.04603019042464676,True,,camera_link,odom,0.011,0.005,1.8391502114068217,1.8391502114068217,0.014511854063875118
0.641,0.641,True,-0.047906494140625,1.8567167216744516,1.2,0.6428908559349407,0.0,0.0,-1.2007309537268487e-19,3.0096299294804656e-39,-8.122606175632329e-20,2.0672471596131197,0.04870430972728252,True,,camera_link,odom,0.011,0.012,1.8428908559349406,1.8428908559349406,0.013825865739510945
0.676,0.676,True,-0.05060262680053711,1.860981359021,1.2,0.6466305032650757,0.0,0.0,-1.2759364746794985e-19,3.618222303505633e-39,-8.261853145871948e-20,2.0709156421073978,0.05137760029682319,True,,camera_link,odom,0.011,0.001,1.8466305032650756,1.8466305032650756,0.01435085575592443
