sim_time_s,wall_time_s,state,object_x_m,object_y_m,object_z_m,attached,base_x_m,base_y_m,tool_x_m,tool_y_m,tool_z_m,grasp_x_m,grasp_y_m,grasp_z_m
0.892,1788898145.339773,IDLE,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan
0.914,1788898145.3596869,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
0.925,1788898145.3797374,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
0.925,1788898145.3997319,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
0.946,1788898145.4195843,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
0.958,1788898145.43976,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
0.963,1788898145.4596543,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
0.981,1788898145.47968,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
0.991,1788898145.5005236,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.004,1788898145.5196204,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.023,1788898145.5396078,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.024,1788898145.5597394,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.043,1788898145.5799408,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.057,1788898145.5998762,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.057,1788898145.6197228,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.079,1788898145.6398778,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.09,1788898145.6597652,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.097,1788898145.6796088,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.116,1788898145.699775,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.123,1788898145.7197876,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.132,1788898145.73972,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.152,1788898145.76011,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.156,1788898145.7797427,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.172,1788898145.7996566,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.187,1788898145.8196552,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.189,1788898145.839904,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.205,1788898145.859554,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.222,1788898145.8802276,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.222,1788898145.8997998,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.241,1788898145.919776,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.255,1788898145.9396927,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.255,1788898145.9597676,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,nan,nan,nan,nan,nan,nan,nan,nan
1.276,1788898145.9807026,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.713131643716319e-17,1.7414776344486124e-28,nan,nan,nan,nan,nan,nan
1.288,1788898145.999973,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.713131643716319e-17,1.7414776344486124e-28,nan,nan,nan,nan,nan,nan
1.288,1788898146.019944,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.713131643716319e-17,1.7414776344486124e-28,nan,nan,nan,nan,nan,nan
1.308,1788898146.0396004,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.712396906171579e-17,1.7412141707074766e-28,-0.03000000000029007,-0.15961651722366144,0.27172260039410756,-0.0447000000002816,-0.15506807059119798,0.2718414836640864
1.321,1788898146.0598023,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.712578529270529e-17,1.7412792975018035e-28,-0.03000000000029007,-0.15961651722366144,0.27172260039410756,-0.0447000000002816,-0.15506807059119798,0.2718414836640864
1.327,1788898146.0796297,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.712578529270529e-17,1.7412792975018035e-28,-0.03000000000029007,-0.15961651722366144,0.27172260039410756,-0.0447000000002816,-0.15506807059119798,0.2718414836640864
1.345,1788898146.0998526,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.711590001647086e-17,1.7409248291796188e-28,-0.03000000000029007,-0.15961651722366144,0.27172260039410756,-0.0447000000002816,-0.15506807059119798,0.2718414836640864
1.354,1788898146.1202512,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.711590001647086e-17,1.7409248291796188e-28,-0.03000000000029007,-0.15961651722366144,0.27172260039410756,-0.0447000000002816,-0.15506807059119798,0.2718414836640864
1.366,1788898146.1398566,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.709697935320633e-17,1.740246368043074e-28,-0.03000000000031273,-0.15961651722884973,0.2717226003743737,-0.04470000000030363,-0.1550680705964001,0.2718414836449629
1.383,1788898146.1603777,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.709400706688128e-17,1.7401397871729074e-28,-0.03000000000031273,-0.15961651722884973,0.2717226003743737,-0.04470000000030363,-0.1550680705964001,0.2718414836449629
1.387,1788898146.1800256,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.709400706688128e-17,1.7401397871729074e-28,-0.03000000000031273,-0.15961651722884973,0.2717226003743737,-0.04470000000030363,-0.1550680705964001,0.2718414836449629
1.401,1788898146.1996503,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.709031531598465e-17,1.7400074075904202e-28,-0.030000000000335394,-0.15961651723403786,0.2717226003546398,-0.04470000000032562,-0.15506807060160213,0.2718414836258394
1.418,1788898146.2203615,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.709031531598465e-17,1.7400074075904202e-28,-0.030000000000335394,-0.15961651723403786,0.2717226003546398,-0.04470000000032562,-0.15506807060160213,0.2718414836258394
1.42,1788898146.2398307,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.709479961556608e-17,1.7401682065504662e-28,-0.030000000000335394,-0.15961651723403786,0.2717226003546398,-0.04470000000032562,-0.15506807060160213,0.2718414836258394
1.437,1788898146.259611,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.709479961556608e-17,1.7401682065504662e-28,-0.030000000000335394,-0.15961651723403786,0.2717226003546398,-0.04470000000032562,-0.15506807060160213,0.2718414836258394
1.453,1788898146.2802064,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.709454091907042e-17,1.7401589301570711e-28,-0.03000000000033542,-0.15961651723556874,0.2717226003490348,-0.04470000000032566,-0.15506807060313804,0.2718414836204314
1.453,1788898146.3000834,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.709454091907042e-17,1.7401589301570711e-28,-0.03000000000033542,-0.15961651723556874,0.2717226003490348,-0.04470000000032566,-0.15506807060313804,0.2718414836204314
1.471,1788898146.3202412,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.709211994105057e-17,1.7400721182169691e-28,-0.03000000000035807,-0.15961651723922612,0.2717226003349059,-0.044700000000347656,-0.1550680706068043,0.27184148360671584
1.486,1788898146.3399348,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.709518802381668e-17,1.7401821341750805e-28,-0.03000000000035807,-0.15961651723922612,0.2717226003349059,-0.044700000000347656,-0.1550680706068043,0.27184148360671584
1.486,1788898146.359934,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.709518802381668e-17,1.7401821341750805e-28,-0.03000000000035807,-0.15961651723922612,0.2717226003349059,-0.044700000000347656,-0.1550680706068043,0.27184148360671584
1.509,1788898146.381097,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.709924039572347e-17,1.7403274449805927e-28,-0.03000000000038076,-0.1596165172444145,0.2717226003151721,-0.0447000000003697,-0.1550680706120064,0.27184148358759236
1.519,1788898146.3997312,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.709924039572347e-17,1.7403274449805927e-28,-0.03000000000038076,-0.1596165172444145,0.2717226003151721,-0.0447000000003697,-0.1550680706120064,0.27184148358759236
1.522,1788898146.420519,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.711241337804289e-17,1.740799804555469e-28,-0.03000000000038076,-0.1596165172444145,0.2717226003151721,-0.0447000000003697,-0.1550680706120064,0.27184148358759236
1.543,1788898146.4403224,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.711444051797524e-17,1.7408724941661868e-28,-0.03000000000038076,-0.1596165172444145,0.2717226003151721,-0.0447000000003697,-0.1550680706120064,0.27184148358759236
1.552,1788898146.459863,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.711444051797524e-17,1.7408724941661868e-28,-0.03000000000038076,-0.1596165172444145,0.2717226003151721,-0.0447000000003697,-0.1550680706120064,0.27184148358759236
1.559,1788898146.4799137,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.711444051797524e-17,1.7408724941661868e-28,-0.03000000000038076,-0.1596165172444145,0.2717226003151721,-0.0447000000003697,-0.1550680706120064,0.27184148358759236
1.576,1788898146.4998596,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.711481228896002e-17,1.7408858252083723e-28,-0.030000000000403444,-0.15961651724960277,0.2717226002954382,-0.044700000000391704,-0.15506807061720845,0.2718414835684688
1.585,1788898146.5198317,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.710662457015633e-17,1.7405922282633466e-28,-0.030000000000403444,-0.15961651724960277,0.2717226002954382,-0.044700000000391704,-0.15506807061720845,0.2718414835684688
1.593,1788898146.5400333,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.710662457015633e-17,1.7405922282633466e-28,-0.030000000000403444,-0.15961651724960277,0.2717226002954382,-0.044700000000391704,-0.15506807061720845,0.2718414835684688
1.612,1788898146.5605643,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.711406983448256e-17,1.7408592021194816e-28,-0.0300000000004261,-0.15961651725479092,0.27172260027570433,-0.044700000000413714,-0.15506807062241054,0.2718414835493453
1.618,1788898146.5798593,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.711406983448256e-17,1.7408592021194816e-28,-0.0300000000004261,-0.15961651725479092,0.27172260027570433,-0.044700000000413714,-0.15506807062241054,0.2718414835493453
1.628,1788898146.5996852,IDLE,-0.044000020568992305,-0.22500378621789827,0.162500000036371,False,9.71183328805672e-17,1.7410120673236533e-28,-0.0300000000004261,-0.15961651725479092,0.27172260027570433,-0.044700000000413714,-0.15506807062241054,0.2718414835493453
