sim_time_s,wall_time_s,state,object_x_m,object_y_m,object_z_m,attached,base_x_m,base_y_m,tool_x_m,tool_y_m,tool_z_m,grasp_x_m,grasp_y_m,grasp_z_m
0.0,1788898202.237178,IDLE,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan
1.321,1788898202.2571473,IDLE,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan
1.321,1788898202.2772532,IDLE,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan
1.34,1788898202.2973402,IDLE,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan
1.354,1788898202.3172812,IDLE,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan
1.358,1788898202.3375142,IDLE,-0.04400003169929563,-0.22501227696260426,0.1625000005578615,False,nan,nan,nan,nan,nan,nan,nan,nan
1.378,1788898202.357988,IDLE,-0.04400003169929563,-0.22501227696260426,0.1625000005578615,False,2.320597961199191e-16,2.204455431970763e-27,-0.029999999998310812,-0.1595589180309738,0.2718115272799684,-0.044699999998358705,-0.15501040677935465,0.27192791195458493
1.387,1788898202.377238,IDLE,-0.04400003169929563,-0.22501227696260426,0.1625000005578615,False,2.32054110610301e-16,2.2043473916938256e-27,-0.02999999999833296,-0.15955891803616915,0.2718115272602476,-0.04469999999838023,-0.15501040678456357,0.2719279119354742
1.394,1788898202.3972385,IDLE,-0.04400003169929563,-0.22501227696260426,0.1625000005578615,False,2.32054110610301e-16,2.2043473916938256e-27,-0.02999999999833296,-0.15955891803616915,0.2718115272602476,-0.04469999999838023,-0.15501040678456357,0.2719279119354742
1.412,1788898202.4176023,IDLE,-0.04400003169929563,-0.22501227696260426,0.1625000005578615,False,2.3204969476859904e-16,2.2042634785897403e-27,-0.02999999999833296,-0.15955891803616915,0.2718115272602476,-0.04469999999838023,-0.15501040678456357,0.2719279119354742
1.42,1788898202.438188,IDLE,-0.04400003169929563,-0.22501227696260426,0.1625000005578615,False,2.320544140420005e-16,2.2043531577283124e-27,-0.029999999998355117,-0.15955891804136454,0.27181152724052676,-0.04469999999840175,-0.1550104067897724,0.2719279119163635
